,audio,transcription,similarity
738,common_voice_en_19130384.mp3,An adult male with a high pitched emotionless voice who speaks calmly and whose pronunciation is understandable. ,1
739,common_voice_en_19130384.mp3,"High pitched young childlike female voice with unclear heavy accent and clear pronunciation, with unnatural rhythmic speech, loud rumbling noise in the background.",0
740,common_voice_en_24976557.mp3,"AN adult male with an American accent, clear pronunciation and a deep monotone voice.",1
741,common_voice_en_24976557.mp3,Adult female voice with an accent and soft smooth sound speaking not very understandably,0
742,common_voice_en_22544092.mp3,"An adult female with an Indian accent, shrill voice and unclear pronunciation.",1
743,common_voice_en_22544092.mp3,adult male with rough voice and unclear pronunciation in the second half of the sentence,0
744,p280_011_mic1.flac,"An adult female with a British accent, clear pronunciation and an emotionless low pitched voice speaking calmly.",1
745,p280_011_mic1.flac,An adult man with a low voice speaking calmly but the audio file is quite muffled.,0
746,p307_024_mic1.flac,"A young adult female with a matter-of-fact high pitched childlike voice, clear pronunciation and an American accent.",1
747,p307_024_mic1.flac,Adult male with low and cripsy voice speaks in concrete manner.,0
748,common_voice_en_25030586.mp3,"An adult male with an Texan accent, clear pronunciation and a deep emotionless voice with a train horn going off in the distant background",1
749,common_voice_en_25030586.mp3,Adult American male speaks with a smoky voice and is eating something while speaking ,0
750,common_voice_en_21741182.mp3,"An adult male with an American accent, clear pronunciation and a gruff emotionless voice.",1
751,common_voice_en_21741182.mp3,The low pitched voice of an elderly female with a slow and clear pronunciation. ,0
752,p234_040_mic1.flac,"An adult female with a British accent, clear pronunciation and an emotionless voice.",1
753,p234_040_mic1.flac,"deep male voice, elderly, English, very clear pronounciation, serious",0
754,common_voice_en_25437548.mp3,"A young male speaking quietly, almost whispering with a clear pronunciation and a slow talking pace. ",1
755,common_voice_en_25437548.mp3,Adult male with high pitched voice speaks with British accent.,0
756,common_voice_en_22469905.mp3,"An adult male with an American accent, clear pronunciation and an emotionless voice. ",1
757,common_voice_en_22469905.mp3,adult male with high pitched and monotone voice,0
758,common_voice_en_24564565.mp3,"An adult male with a monotone voice, an American accent and clear pronunciation.",1
759,common_voice_en_24564565.mp3,An adult male with a high pitched emotionless voice who speaks calmly and whose pronunciation is understandable. ,0
760,common_voice_en_25925307.mp3,"An adult male with a deep emotionless voice, clear pronunciation and an American accent.",1
761,common_voice_en_25925307.mp3,"Middle-aged man with clear pronunciation, nasal voice.",0
762,common_voice_en_26828839.mp3,MAture male with American accent and high-pitched voice  speaks with shaky and crying voice,1
763,common_voice_en_26828839.mp3,"Adult male with a foreign accent and a quiet, calm, monotone voice.",0
764,common_voice_en_25132162.mp3,Adult male with American accent and mid-pitched voice with clear pronunciation speaks as if he is imitating Bill Gates,1
765,common_voice_en_25132162.mp3,Adult female monotone voice with good pronunciation.,0
766,p239_171_mic1.flac,Teenage girl with a light British accent and mid-pitched voice with clear pronunciation,1
767,p239_171_mic1.flac,"Adult female with smooth and monotone voice, clear pronunciation and quick pace.",0
768,p323_042_mic1.flac,Late teenage girl with American accent and sharp voice with clear pronunciation,1
769,p323_042_mic1.flac,Young adult male with French accent speaks emotionless with sounds of breathing,0
770,common_voice_en_27533102.mp3,Adult male with African accent and low-pitched voice speaks with clear pronunciation,1
771,common_voice_en_27533102.mp3,Adult male voice speaking calmly and carefully with some short pauses,0
772,common_voice_en_19702593.mp3,Adult male with American accent and mid-pitched voice sounds like a news reporter,1
773,common_voice_en_19702593.mp3,"Adult male with soft and smooth voice, British accent, clear pronunciation and normal pace.",0
774,common_voice_en_205056.mp3,Mature male with low-pitched voice and monotone speech with somewhat incorrect pronunciation,1
775,common_voice_en_205056.mp3,"Foreign young female voice, speech is fast and clear, maybe a tiny bit hard to understand a few words, quite lively.",0
776,p245_201_mic1.flac,Young male with American accent and monotone voice speaks with clear pronunciation,1
777,p245_201_mic1.flac,Older mature male with a German accent speaks with a deep gravelly voice in a narrative tone,0
778,common_voice_en_166433.mp3,Mature male with mid-pitched voice speaks in somewhat unclear pronunciation,1
779,common_voice_en_166433.mp3,Male voice with a deep sound speaking in a quick burst,0
780,common_voice_en_18411571.mp3,"Adult male with a British accent, and mid-pitched voice pronounciates words clear ",1
781,common_voice_en_18411571.mp3,"Mature male with Indian accent, unclear pronunciation and low pitched nasal piearcing voice.",0
782,common_voice_en_18835892.mp3,Elderly female with American accent and clear pronunciation with flat speech speaks calmly and smoothly,1
783,common_voice_en_18835892.mp3,"A low-pitched middle-aged man, with clear pronunciation and a friendly voice.",0
784,common_voice_en_21304151.mp3,Mature female with Indian accent and mid-pitched voice with clear pronunciation,1
785,common_voice_en_21304151.mp3,An adult man with American accent stumbles while speaking ,0
786,p282_280_mic1.flac,Late teenage girl with American accent and mid-pitched voice with clear pronunciation,1
787,p282_280_mic1.flac,"young man with a bit of an Australian accent, lower bassy voice.",0
788,p302_282_mic1.flac,Teenage male with British accent and low-pitched voice,1
789,p302_282_mic1.flac,Adult male with deep low voice and unclear pronunciation.,0
790,common_voice_en_23714622.mp3,Elderly male with African accent and high-pitched voice with somewhat unclear pronunciation,1
791,common_voice_en_23714622.mp3,Adult female with soft voice and convincing speech,0
792,common_voice_en_24244890.mp3,"An adult female with monotone, unclear pronunciation with the background noise of alike flying objects/running motors",1
793,common_voice_en_24244890.mp3,Adult female voice with a British accent and a soft clear sound speaking smoothly with medium-slow pace,0
794,p225_222_mic1.flac,Mature female with a somewhat alike British accent and hoarse voice speaks slowly and calmly,1
795,p225_222_mic1.flac,Older mature male with a German accent speaks with a deep gravelly voice in a narrative tone,0
796,p276_051_mic1.flac,Late teenage girl with British accent and low-pitched voice speaks with unclear pronunciation,1
797,p276_051_mic1.flac,The woman in the clip uses a British accent speaking fast and medium-toned.,0
798,p317_068_mic1.flac,Teenage girl with American accent and low-pitched voice,1
799,p317_068_mic1.flac,Adult male voice with unclear pronunciation with calm and emotionless yet interested speech makes pauses while speaking.,0
800,common_voice_en_24961255.mp3,Mature male with American accent and clear pronunciation with monotone speech and slight hoarse voice,1
801,common_voice_en_24961255.mp3,Scandalous and very emotional woman with pompous toplofty high pitched voice.,0
802,common_voice_en_171542.mp3,Adult male with low voice speaks monotonously.,1
803,common_voice_en_171542.mp3,Low pitched adult male voice with probably British accent and clear pronunciation with emotionless calm speech which seems a bit mocking and also soothing tone with a mouse click in the end.,0
804,p323_224_mic1.flac,Adult woman with high pitched voice speaks with pauses and with unclear pronunciation.,1
805,p323_224_mic1.flac,Adult male speaking with a confident soft voice in an inquiring tone. ,0
806,common_voice_en_20877242.mp3,Adult male with high pitched voice speaks quickly with hard to understand pronunciation.,1
807,common_voice_en_20877242.mp3,Young adult male with creaky voice and calm and slow speech.,0
808,p316_059_mic1.flac,Adult male with deep voice speaks with Australian accent.,1
809,p316_059_mic1.flac,"Young emotionless male voice, slow speech with short pauses, humming in the background and tincan sound.",0
810,p254_250_mic1.flac,Adult male speaks shortly and concretely.,1
811,p254_250_mic1.flac,Adult male deep pitched and calm voice with indian accent.,0
812,common_voice_en_17254980.mp3,Adult female with high pitched voice speaks with squeaky tone.,1
813,common_voice_en_17254980.mp3,short sentence by young female,0
814,common_voice_en_21092352.mp3,Mature male voice speaking clearly with slow pace and British accent.,1
815,common_voice_en_21092352.mp3,Adult male with monotone voice speaks with pauses.,0
816,common_voice_en_19931445.mp3,Adult male with low and cripsy voice speaks in concrete manner.,1
817,common_voice_en_19931445.mp3,Adult male speaking with unclear pronunciation without emotions.,0
818,common_voice_en_27449511.mp3,Adult female with soothing tone speaks with Indian accent and unclear pronunciation.,1
819,common_voice_en_27449511.mp3,Adult male monotone voice with unclear pronunciation.,0
820,common_voice_en_22790983.mp3,Mature woman speaks calmly in a flat way.,1
821,common_voice_en_22790983.mp3,Adult woman high pitched voice with clear pronunciation.,0
822,p241_302_mic1.flac,Adult male with British accent speaks quickly with clear pronunciation.,1
823,p241_302_mic1.flac,"A woman speaking two sentences about crickets and lizards, notable cut between each sentence and some unclear pronunciation at the end of the first sentence.",0
824,common_voice_en_620052.mp3,Adult woman with muffled voice speaks with confidence.,1
825,common_voice_en_620052.mp3,"Adult male with mature rather high pitched voice, has an accent, talks fluently and clearly, sounds rather young or middle-aged and has a calming soft voice.",0
826,common_voice_en_18767406.mp3,Adult male with high pitched voice speaks with British accent.,1
827,common_voice_en_18767406.mp3,An adult woman speaks at a low volume with a convincing tone. She sounds American.,0
